,1,2,3,4,5,6,7,group
107122_0161,drums,guitar,cymbals,synthesizer,bass,voice,piano,322.0
083093_0077,drums,guitar,cymbals,synthesizer,bass,voice,piano,322.0
149694_0020,drums,guitar,cymbals,synthesizer,bass,voice,piano,322.0
091293_0231,drums,guitar,cymbals,synthesizer,bass,voice,piano,322.0
041509_0013,drums,guitar,cymbals,synthesizer,piano,bass,voice,323.0
095424_0095,drums,guitar,cymbals,synthesizer,piano,voice,bass,324.0
112684_0013,drums,guitar,cymbals,synthesizer,piano,voice,bass,324.0
145257_0119,drums,guitar,cymbals,synthesizer,piano,voice,bass,324.0
039582_0238,drums,guitar,cymbals,synthesizer,voice,bass,piano,325.0
007952_0361,drums,guitar,cymbals,synthesizer,voice,bass,piano,325.0
086558_0290,drums,guitar,cymbals,synthesizer,voice,bass,piano,325.0
060139_0328,drums,guitar,cymbals,synthesizer,voice,bass,piano,325.0
142204_0024,drums,guitar,cymbals,synthesizer,voice,bass,piano,325.0
141218_0062,drums,guitar,cymbals,synthesizer,voice,mallet_percussion,bass,326.0
149505_0091,drums,guitar,cymbals,synthesizer,voice,piano,saxophone,327.0
003489_0163,drums,guitar,cymbals,voice,bass,mallet_percussion,piano,328.0
030297_0121,drums,guitar,cymbals,voice,bass,mallet_percussion,synthesizer,329.0
065377_0243,drums,guitar,cymbals,voice,bass,mallet_percussion,ukulele,330.0
143620_0495,drums,guitar,cymbals,voice,bass,piano,saxophone,331.0
083173_1577,drums,guitar,cymbals,voice,bass,saxophone,mallet_percussion,332.0
008584_0320,drums,guitar,cymbals,voice,bass,saxophone,mallet_percussion,332.0
042854_0138,drums,guitar,cymbals,voice,bass,saxophone,piano,333.0
143196_0228,drums,guitar,cymbals,voice,bass,saxophone,trumpet,334.0
074128_0084,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
134015_0117,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
058275_0103,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
110167_0121,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
083095_0015,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
020299_0286,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
130206_0048,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
072515_0127,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
039168_0303,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
060221_0186,drums,guitar,cymbals,voice,bass,synthesizer,piano,335.0
130387_0139,drums,guitar,cymbals,voice,bass,synthesizer,violin,336.0
087510_0373,drums,guitar,cymbals,voice,bass,synthesizer,violin,336.0
045384_0230,drums,guitar,cymbals,voice,bass,violin,synthesizer,337.0
013572_1382,drums,guitar,cymbals,voice,piano,bass,saxophone,338.0
072435_0190,drums,guitar,cymbals,voice,piano,bass,violin,339.0
125713_0114,drums,guitar,cymbals,voice,piano,synthesizer,bass,340.0
111200_0293,drums,guitar,cymbals,voice,saxophone,bass,piano,341.0
060438_0029,drums,guitar,cymbals,voice,saxophone,piano,trombone,342.0
028413_0053,drums,guitar,cymbals,voice,synthesizer,bass,mallet_percussion,343.0
113067_0008,drums,guitar,cymbals,voice,synthesizer,bass,piano,344.0
118178_0103,drums,guitar,cymbals,voice,synthesizer,bass,piano,344.0
050208_0119,drums,guitar,cymbals,voice,synthesizer,bass,piano,344.0
082118_0004,drums,guitar,cymbals,voice,synthesizer,bass,violin,345.0
103517_0431,drums,guitar,cymbals,voice,synthesizer,mallet_percussion,bass,346.0
112780_0177,drums,guitar,cymbals,voice,synthesizer,mallet_percussion,bass,346.0
089912_0418,drums,guitar,cymbals,voice,synthesizer,mallet_percussion,piano,347.0
032361_0137,drums,guitar,cymbals,voice,synthesizer,piano,bass,348.0
008560_0107,drums,guitar,cymbals,voice,synthesizer,piano,bass,348.0
040484_0110,drums,guitar,cymbals,voice,synthesizer,piano,violin,349.0
095051_0430,drums,guitar,cymbals,voice,synthesizer,piano,violin,349.0
006663_0129,drums,guitar,cymbals,voice,synthesizer,piano,violin,349.0
106776_0277,drums,guitar,cymbals,voice,violin,mallet_percussion,bass,350.0
004237_0129,drums,guitar,flute,mallet_percussion,piano,voice,synthesizer,351.0
142365_0593,drums,guitar,flute,violin,voice,trumpet,clarinet,352.0
092337_0169,drums,guitar,flute,voice,synthesizer,organ,piano,353.0
017942_0474,drums,guitar,flute,voice,trumpet,cymbals,synthesizer,354.0
037981_0165,drums,guitar,harmonica,cymbals,voice,bass,piano,355.0
081968_0843,drums,guitar,mallet_percussion,cymbals,trumpet,trombone,saxophone,356.0
059762_0136,drums,guitar,mallet_percussion,piano,saxophone,synthesizer,cymbals,357.0
018675_0160,drums,guitar,mallet_percussion,synthesizer,voice,piano,bass,358.0
045946_0027,drums,guitar,mallet_percussion,violin,bagpipes,voice,accordion,359.0
126088_0428,drums,guitar,mallet_percussion,voice,organ,piano,synthesizer,360.0
098717_0195,drums,guitar,mallet_percussion,voice,piano,violin,cymbals,361.0
127664_0092,drums,guitar,mallet_percussion,voice,synthesizer,bass,cymbals,362.0
047183_0221,drums,guitar,mallet_percussion,voice,ukulele,flute,synthesizer,363.0
042681_0204,drums,guitar,organ,piano,synthesizer,voice,cymbals,364.0
037156_0087,drums,guitar,organ,synthesizer,voice,piano,cymbals,365.0
080170_0013,drums,guitar,organ,voice,bass,cello,mallet_percussion,366.0
090760_0074,drums,guitar,organ,voice,synthesizer,piano,cymbals,367.0
114427_0058,drums,guitar,piano,harp,voice,bass,cymbals,368.0
073373_0292,drums,guitar,piano,organ,synthesizer,bass,voice,369.0
086853_0020,drums,guitar,piano,organ,synthesizer,voice,bass,370.0
031681_0262,drums,guitar,piano,synthesizer,bass,cello,voice,371.0
110103_0009,drums,guitar,piano,synthesizer,cymbals,voice,violin,372.0
057260_0705,drums,guitar,piano,synthesizer,voice,bass,cymbals,373.0
032439_0106,drums,guitar,piano,synthesizer,voice,bass,organ,374.0
035256_0238,drums,guitar,piano,synthesizer,voice,cymbals,bass,375.0
034883_0020,drums,guitar,piano,synthesizer,voice,harmonica,mallet_percussion,376.0
047071_0123,drums,guitar,piano,synthesizer,voice,organ,flute,377.0
108750_0047,drums,guitar,piano,synthesizer,voice,violin,bass,378.0
039711_3029,drums,guitar,piano,voice,cymbals,violin,synthesizer,379.0
033575_0306,drums,guitar,piano,voice,mallet_percussion,bass,cymbals,380.0
097409_0134,drums,guitar,piano,voice,mallet_percussion,synthesizer,cymbals,381.0
056873_0075,drums,guitar,piano,voice,synthesizer,bass,cymbals,382.0
047613_0234,drums,guitar,piano,voice,synthesizer,bass,violin,383.0
146332_0133,drums,guitar,piano,voice,trombone,synthesizer,trumpet,384.0
011154_0148,drums,guitar,saxophone,cello,bass,voice,violin,385.0
068213_0418,drums,guitar,saxophone,piano,cymbals,voice,mallet_percussion,386.0
079877_0031,drums,guitar,saxophone,trumpet,voice,piano,cymbals,387.0
055755_0374,drums,guitar,saxophone,voice,bass,cymbals,trombone,388.0
011247_0165,drums,guitar,saxophone,voice,bass,cymbals,violin,389.0
000565_0014,drums,guitar,saxophone,voice,cymbals,bass,trumpet,390.0
049985_0399,drums,guitar,saxophone,voice,cymbals,bass,trumpet,390.0
039361_0070,drums,guitar,saxophone,voice,cymbals,mallet_percussion,trumpet,391.0
079880_0640,drums,guitar,saxophone,voice,violin,cymbals,trumpet,392.0
025603_0028,drums,guitar,synthesizer,accordion,voice,bass,piano,393.0
013369_0260,drums,guitar,synthesizer,bass,cymbals,mallet_percussion,voice,394.0
131041_0095,drums,guitar,synthesizer,bass,cymbals,voice,piano,395.0
118201_0025,drums,guitar,synthesizer,bass,cymbals,voice,piano,395.0
147121_0027,drums,guitar,synthesizer,bass,piano,voice,cymbals,396.0
056993_0034,drums,guitar,synthesizer,bass,piano,voice,cymbals,396.0
145539_0462,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
121755_0046,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
026353_1835,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
071822_0010,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
072485_0071,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
097124_0057,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
052645_0119,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
012037_0123,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
059599_0097,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
018697_1076,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
119172_0104,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
043827_0067,drums,guitar,synthesizer,bass,voice,cymbals,piano,397.0
065486_1759,drums,guitar,synthesizer,bass,voice,mallet_percussion,piano,398.0
105922_1868,drums,guitar,synthesizer,bass,voice,organ,piano,399.0
115748_3153,drums,guitar,synthesizer,bass,voice,piano,cello,400.0
149474_0774,drums,guitar,synthesizer,bass,voice,piano,cello,400.0
045418_0179,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
150350_0230,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
091356_0055,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
076323_0070,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
086412_0560,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
082000_0044,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
047889_0646,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
081691_0191,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
143716_0175,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
006724_0043,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
008178_0309,drums,guitar,synthesizer,bass,voice,piano,cymbals,401.0
132556_0105,drums,guitar,synthesizer,bass,voice,piano,organ,402.0
120663_0142,drums,guitar,synthesizer,bass,voice,piano,trombone,403.0
138784_0063,drums,guitar,synthesizer,bass,voice,violin,piano,404.0
152672_0004,drums,guitar,synthesizer,cymbals,bass,piano,voice,405.0
123829_0062,drums,guitar,synthesizer,cymbals,bass,piano,voice,405.0
116434_0017,drums,guitar,synthesizer,cymbals,bass,piano,voice,405.0
081804_0143,drums,guitar,synthesizer,cymbals,bass,voice,piano,406.0
083098_0136,drums,guitar,synthesizer,cymbals,bass,voice,piano,406.0
054478_0097,drums,guitar,synthesizer,cymbals,bass,voice,piano,406.0
147810_0077,drums,guitar,synthesizer,cymbals,bass,voice,piano,406.0
062749_0030,drums,guitar,synthesizer,cymbals,bass,voice,piano,406.0
026659_0122,drums,guitar,synthesizer,cymbals,piano,voice,bass,407.0
131062_0165,drums,guitar,synthesizer,cymbals,piano,voice,bass,407.0
026181_0161,drums,guitar,synthesizer,cymbals,piano,voice,mallet_percussion,408.0
016800_0089,drums,guitar,synthesizer,cymbals,piano,voice,mallet_percussion,408.0
050422_0264,drums,guitar,synthesizer,cymbals,piano,voice,mallet_percussion,408.0
127384_0527,drums,guitar,synthesizer,cymbals,ukulele,mandolin,bass,409.0
081690_0001,drums,guitar,synthesizer,cymbals,voice,bass,mallet_percussion,410.0
087639_0107,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
147981_0387,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
133779_0233,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
113975_0102,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
127811_0100,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
042244_0032,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
145729_0019,drums,guitar,synthesizer,cymbals,voice,bass,piano,411.0
069988_0249,drums,guitar,synthesizer,cymbals,voice,piano,bass,412.0
118899_0057,drums,guitar,synthesizer,cymbals,voice,piano,bass,412.0
118025_0181,drums,guitar,synthesizer,cymbals,voice,piano,flute,413.0
134046_0107,drums,guitar,synthesizer,cymbals,voice,piano,violin,414.0
128650_0148,drums,guitar,synthesizer,mallet_percussion,bass,piano,cymbals,415.0
152337_0193,drums,guitar,synthesizer,mallet_percussion,cymbals,voice,piano,416.0
081607_0007,drums,guitar,synthesizer,mallet_percussion,piano,bass,voice,417.0
001250_0456,drums,guitar,synthesizer,mallet_percussion,voice,bass,piano,418.0
138812_0354,drums,guitar,synthesizer,mallet_percussion,voice,bass,piano,418.0
105884_0149,drums,guitar,synthesizer,organ,voice,piano,bass,419.0
070178_0096,drums,guitar,synthesizer,piano,bass,cymbals,trumpet,420.0
122632_0083,drums,guitar,synthesizer,piano,bass,cymbals,voice,421.0
064166_0033,drums,guitar,synthesizer,piano,bass,voice,cymbals,422.0
035890_0093,drums,guitar,synthesizer,piano,bass,voice,cymbals,422.0
059879_0080,drums,guitar,synthesizer,piano,bass,voice,cymbals,422.0
035517_0266,drums,guitar,synthesizer,piano,bass,voice,organ,423.0
125040_0239,drums,guitar,synthesizer,piano,cymbals,bass,voice,424.0
087263_0143,drums,guitar,synthesizer,piano,cymbals,voice,bass,425.0
072231_0071,drums,guitar,synthesizer,piano,cymbals,voice,bass,425.0
099234_0065,drums,guitar,synthesizer,piano,cymbals,voice,bass,425.0
105635_0171,drums,guitar,synthesizer,piano,mallet_percussion,voice,cymbals,426.0
120188_0092,drums,guitar,synthesizer,piano,organ,voice,cymbals,427.0
134161_0011,drums,guitar,synthesizer,piano,violin,bass,voice,428.0
126591_0229,drums,guitar,synthesizer,piano,voice,bass,cymbals,429.0
021565_0249,drums,guitar,synthesizer,piano,voice,bass,cymbals,429.0
130898_0037,drums,guitar,synthesizer,piano,voice,bass,cymbals,429.0
153966_0173,drums,guitar,synthesizer,piano,voice,bass,cymbals,429.0
070158_0098,drums,guitar,synthesizer,piano,voice,bass,violin,430.0
085938_0041,drums,guitar,synthesizer,piano,voice,cymbals,bass,431.0
095666_0157,drums,guitar,synthesizer,piano,voice,organ,bass,432.0
028697_0055,drums,guitar,synthesizer,saxophone,voice,bass,cymbals,433.0
078160_0274,drums,guitar,synthesizer,trombone,bass,piano,cello,434.0
065235_1145,drums,guitar,synthesizer,ukulele,voice,mallet_percussion,bass,435.0
038968_0105,drums,guitar,synthesizer,violin,piano,bass,voice,436.0
007959_0201,drums,guitar,synthesizer,violin,voice,cymbals,ukulele,437.0
057736_0217,drums,guitar,synthesizer,violin,voice,mallet_percussion,piano,438.0
017828_0106,drums,guitar,synthesizer,violin,voice,piano,bass,439.0
055554_0078,drums,guitar,synthesizer,violin,voice,piano,cymbals,440.0
031468_0516,drums,guitar,synthesizer,voice,accordion,bass,piano,441.0
073544_0760,drums,guitar,synthesizer,voice,bass,cello,piano,442.0
054727_0478,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
023930_0231,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
127167_0050,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
039105_0044,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
121640_0323,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
040331_0179,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
083972_0009,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
125095_0083,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
055717_0240,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
049046_0328,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
025288_0136,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
133331_0482,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
000328_0097,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
072345_0314,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
013200_0207,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
064095_0006,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
045346_0076,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
108643_0042,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
046070_0004,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
112632_0028,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
093685_0141,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
050523_0117,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
119355_0157,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
024627_0161,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
051830_0241,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
128627_0345,drums,guitar,synthesizer,voice,bass,cymbals,piano,443.0
084803_0740,drums,guitar,synthesizer,voice,bass,cymbals,violin,444.0
030712_0160,drums,guitar,synthesizer,voice,bass,cymbals,violin,444.0
140625_0082,drums,guitar,synthesizer,voice,bass,cymbals,violin,444.0
123842_0502,drums,guitar,synthesizer,voice,bass,mallet_percussion,cymbals,445.0
092857_0163,drums,guitar,synthesizer,voice,bass,mallet_percussion,cymbals,445.0
084732_0142,drums,guitar,synthesizer,voice,bass,mallet_percussion,piano,446.0
117966_0015,drums,guitar,synthesizer,voice,bass,piano,cello,447.0
044818_0348,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
037789_0428,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
110093_0181,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
066679_0110,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
119427_0014,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
050372_0257,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
138986_1847,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
055558_0163,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
130567_0210,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
150031_1106,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
094734_0003,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
097537_0081,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
106151_0114,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
093929_0190,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
026657_0025,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
004524_0453,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
117190_0064,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
021338_0100,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
074163_0191,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
080876_0412,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
010832_0468,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
144149_0171,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
148503_0086,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
048522_0206,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
105667_0309,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
113749_0288,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
131059_0217,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
027935_0058,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
070638_0469,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
150739_0040,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
051786_0163,drums,guitar,synthesizer,voice,bass,piano,cymbals,448.0
044208_0059,drums,guitar,synthesizer,voice,bass,piano,mallet_percussion,449.0
081507_0120,drums,guitar,synthesizer,voice,bass,piano,mallet_percussion,449.0
042698_0473,drums,guitar,synthesizer,voice,bass,piano,mallet_percussion,449.0
149995_0944,drums,guitar,synthesizer,voice,bass,piano,mallet_percussion,449.0
097416_0234,drums,guitar,synthesizer,voice,bass,piano,organ,450.0
021702_0122,drums,guitar,synthesizer,voice,bass,piano,organ,450.0
012464_0176,drums,guitar,synthesizer,voice,bass,piano,organ,450.0
137090_0164,drums,guitar,synthesizer,voice,bass,piano,organ,450.0
